row	angle_equal	predicted_equal	measured_equal	error_equal	dchi_equal	exact	typed_predicted	legacy_predicted	typed_dchi	legacy_dchi
1042	yes	no	yes	yes	no	no	0.47071E+00	0.46695E+00	0.212E+01	0.200E+01
1043	yes	no	yes	yes	no	no	0.54767E+00	0.55200E+00	-0.254E+01	-0.241E+01
1044	yes	no	yes	yes	no	no	0.63445E+00	0.63992E+00	0.648E+00	0.805E+00
1045	yes	no	yes	yes	no	no	0.71054E+00	0.70949E+00	-0.691E+00	-0.701E+00
1046	yes	no	yes	yes	no	no	0.75860E+00	0.75169E+00	0.785E+00	0.634E+00
1047	yes	no	yes	yes	no	no	0.77102E+00	0.76691E+00	-0.392E-01	-0.116E+00
1048	yes	no	yes	yes	no	no	0.75723E+00	0.76343E+00	0.210E+00	0.389E+00
1049	yes	no	yes	yes	no	no	0.74041E+00	0.75559E+00	0.889E-01	0.199E+00
1050	yes	no	yes	yes	no	no	0.44437E+00	0.43554E+00	0.670E+01	0.583E+01
1051	yes	no	yes	yes	no	no	0.48315E+00	0.48015E+00	0.384E+01	0.358E+01
1052	yes	no	yes	yes	no	no	0.51927E+00	0.52062E+00	0.265E+01	0.277E+01
1053	yes	no	yes	yes	no	no	0.55303E+00	0.55730E+00	0.110E+01	0.146E+01
1054	yes	no	yes	yes	no	no	0.58456E+00	0.59042E+00	0.877E+00	0.135E+01
1055	yes	no	yes	yes	no	no	0.61405E+00	0.62031E+00	-0.854E+00	-0.360E+00
1056	yes	no	yes	yes	no	no	0.64143E+00	0.64710E+00	-0.265E+01	-0.221E+01
1057	yes	no	yes	yes	no	no	0.66679E+00	0.67107E+00	-0.198E+01	-0.164E+01
1058	yes	no	yes	yes	no	no	0.69003E+00	0.69238E+00	-0.311E+01	-0.292E+01
1059	yes	no	yes	yes	no	no	0.71107E+00	0.71116E+00	-0.283E+01	-0.281E+01
1060	yes	no	yes	yes	no	no	0.72979E+00	0.72756E+00	-0.263E+01	-0.278E+01
1061	yes	no	yes	yes	no	no	0.74598E+00	0.74162E+00	-0.294E+01	-0.324E+01
1062	yes	no	yes	yes	no	no	0.75947E+00	0.75340E+00	-0.245E+01	-0.288E+01
1063	yes	no	yes	yes	no	no	0.77003E+00	0.76292E+00	-0.165E+01	-0.216E+01
1064	yes	no	yes	yes	no	no	0.77740E+00	0.77015E+00	-0.763E+00	-0.128E+01
1065	yes	no	yes	yes	no	no	0.78130E+00	0.77503E+00	0.983E+00	0.524E+00
1066	yes	no	yes	yes	no	no	0.78142E+00	0.77744E+00	0.234E+01	0.206E+01
1067	yes	no	yes	yes	no	no	0.77742E+00	0.77724E+00	0.113E+01	0.114E+01
1068	yes	no	yes	yes	no	no	0.76896E+00	0.77424E+00	0.174E+01	0.217E+01
1069	yes	no	yes	yes	no	no	0.75566E+00	0.76820E+00	0.258E+01	0.358E+01
1070	yes	no	yes	yes	no	no	0.44220E+00	0.43053E+00	0.951E+00	0.708E+00
1071	yes	no	yes	yes	no	no	0.49083E+00	0.48682E+00	0.492E+00	0.375E+00
1072	yes	no	yes	yes	no	no	0.57185E+00	0.57647E+00	-0.337E+00	-0.189E+00
1073	yes	no	yes	yes	no	no	0.66301E+00	0.66883E+00	-0.142E+01	-0.126E+01
1074	yes	no	yes	yes	no	no	0.74255E+00	0.74143E+00	0.568E+00	0.567E+00
1075	yes	no	yes	yes	no	no	0.79218E+00	0.78481E+00	0.892E+00	0.745E+00
1076	yes	no	yes	yes	no	no	0.80402E+00	0.79965E+00	0.469E+00	0.399E+00
1077	yes	no	yes	yes	no	no	0.78834E+00	0.79494E+00	-0.151E+00	0.369E-01
1078	yes	no	yes	yes	no	no	0.76991E+00	0.78609E+00	-0.805E+00	-0.719E+00
1079	yes	no	yes	yes	no	no	0.45995E+00	0.44753E+00	0.151E+01	0.124E+01
1080	yes	no	yes	yes	no	no	0.51112E+00	0.50685E+00	0.138E+01	0.126E+01
1081	yes	no	yes	yes	no	no	0.59629E+00	0.60120E+00	0.333E+00	0.479E+00
1082	yes	no	yes	yes	no	no	0.69188E+00	0.69807E+00	-0.811E+00	-0.657E+00
1083	yes	no	yes	yes	no	no	0.77491E+00	0.77371E+00	0.911E+00	0.904E+00
1084	yes	no	yes	yes	no	no	0.82608E+00	0.81824E+00	-0.786E+00	-0.934E+00
1085	yes	no	yes	yes	no	no	0.83725E+00	0.83260E+00	-0.323E-01	-0.108E+00
1086	yes	no	yes	yes	no	no	0.81956E+00	0.82658E+00	-0.230E+00	-0.496E-01
1087	yes	no	yes	yes	no	no	0.79946E+00	0.81666E+00	0.290E-02	0.146E+00
1088	yes	no	yes	yes	no	no	0.47802E+00	0.46484E+00	0.122E+01	0.967E+00
1089	yes	no	yes	yes	no	no	0.53184E+00	0.52729E+00	0.515E+00	0.360E+00
1090	yes	no	yes	yes	no	no	0.62128E+00	0.62648E+00	-0.416E+00	-0.273E+00
1091	yes	no	yes	yes	no	no	0.72142E+00	0.72800E+00	-0.179E+01	-0.163E+01
1092	yes	no	yes	yes	no	no	0.80800E+00	0.80673E+00	-0.489E+00	-0.516E+00
1093	yes	no	yes	yes	no	no	0.86069E+00	0.85237E+00	-0.259E+00	-0.449E+00
1094	yes	no	yes	yes	no	no	0.87110E+00	0.86616E+00	0.137E+01	0.126E+01
1095	yes	no	yes	yes	no	no	0.85128E+00	0.85872E+00	0.114E+01	0.133E+01
1096	yes	no	yes	yes	no	no	0.82941E+00	0.84767E+00	0.434E+00	0.674E+00
1097	yes	no	yes	yes	no	no	0.64292E+00	0.64915E+00	0.144E+01	0.152E+01
1098	yes	no	yes	yes	no	no	0.71065E+00	0.71791E+00	-0.148E+01	-0.141E+01
1099	yes	no	yes	yes	no	no	0.76873E+00	0.77274E+00	-0.701E+00	-0.666E+00
1100	yes	no	yes	yes	no	no	0.81597E+00	0.81468E+00	-0.103E+01	-0.105E+01
1101	yes	no	yes	yes	no	no	0.85162E+00	0.84532E+00	-0.210E+01	-0.216E+01
1102	yes	no	yes	yes	no	no	0.87396E+00	0.86523E+00	-0.175E+01	-0.183E+01
1103	yes	no	yes	yes	no	no	0.88021E+00	0.87389E+00	-0.179E+01	-0.185E+01
1104	yes	no	yes	yes	no	no	0.86399E+00	0.86883E+00	-0.350E+00	-0.316E+00
1105	yes	no	yes	yes	no	no	0.49930E+00	0.48873E+00	0.761E+01	0.665E+01
1106	yes	no	yes	yes	no	no	0.54434E+00	0.54073E+00	0.274E+01	0.245E+01
1107	yes	no	yes	yes	no	no	0.58620E+00	0.58780E+00	0.236E+01	0.249E+01
1108	yes	no	yes	yes	no	no	0.62522E+00	0.63032E+00	0.163E+01	0.201E+01
1109	yes	no	yes	yes	no	no	0.66158E+00	0.66859E+00	-0.410E+00	0.939E-01
1110	yes	no	yes	yes	no	no	0.69549E+00	0.70298E+00	-0.640E+00	-0.113E+00
1111	yes	no	yes	yes	no	no	0.72687E+00	0.73366E+00	-0.242E+01	-0.194E+01
1112	yes	no	yes	yes	no	no	0.75582E+00	0.76094E+00	-0.286E+01	-0.250E+01
1113	yes	no	yes	yes	no	no	0.78222E+00	0.78502E+00	-0.178E+01	-0.158E+01
1114	yes	no	yes	yes	no	no	0.80596E+00	0.80607E+00	-0.368E+01	-0.366E+01
1115	yes	no	yes	yes	no	no	0.82692E+00	0.82425E+00	-0.237E+01	-0.254E+01
1116	yes	no	yes	yes	no	no	0.84484E+00	0.83961E+00	-0.365E+01	-0.398E+01
1117	yes	no	yes	yes	no	no	0.85950E+00	0.85223E+00	-0.324E+01	-0.371E+01
1118	yes	no	yes	yes	no	no	0.87065E+00	0.86214E+00	-0.253E+01	-0.308E+01
1119	yes	no	yes	yes	no	no	0.87798E+00	0.86930E+00	-0.468E-01	-0.620E+00
1120	yes	no	yes	yes	no	no	0.88116E+00	0.87365E+00	0.922E+00	0.424E+00
1121	yes	no	yes	yes	no	no	0.87983E+00	0.87506E+00	0.115E+01	0.829E+00
1122	yes	no	yes	yes	yes	no	0.87359E+00	0.87338E+00	0.221E+01	0.221E+01
1123	yes	no	yes	yes	no	no	0.86205E+00	0.86837E+00	0.312E+01	0.358E+01
1124	yes	no	yes	yes	no	no	0.84477E+00	0.85976E+00	0.349E+01	0.459E+01
1125	yes	no	yes	yes	no	no	0.49644E+00	0.48246E+00	0.309E+01	0.284E+01
1126	yes	no	yes	yes	no	no	0.55298E+00	0.54816E+00	0.211E+01	0.198E+01
1127	yes	no	yes	yes	no	no	0.64682E+00	0.65234E+00	-0.198E+01	-0.183E+01
1128	yes	no	yes	yes	no	no	0.75165E+00	0.75862E+00	-0.227E+01	-0.210E+01
1129	yes	no	yes	yes	no	no	0.84184E+00	0.84049E+00	-0.895E-01	-0.967E-01
1130	yes	no	yes	yes	no	no	0.89604E+00	0.88721E+00	-0.256E+00	-0.415E+00
1131	yes	no	yes	yes	no	no	0.90557E+00	0.90033E+00	0.217E+01	0.209E+01
1132	yes	no	yes	yes	no	no	0.88348E+00	0.89137E+00	0.447E+00	0.645E+00
1133	yes	no	yes	yes	no	no	0.85976E+00	0.87910E+00	-0.105E+01	-0.821E+00
1134	yes	no	yes	yes	no	no	0.54727E+00	0.53986E+00	0.104E+01	0.952E+00
1135	yes	no	yes	yes	no	no	0.63800E+00	0.64196E+00	0.208E+01	0.212E+01
1136	yes	no	yes	yes	no	no	0.80183E+00	0.80677E+00	-0.103E+00	-0.851E-01
1137	yes	no	yes	yes	no	no	0.90764E+00	0.89922E+00	-0.102E+01	-0.113E+01
1138	yes	no	yes	yes	no	no	0.91801E+00	0.91594E+00	-0.114E+01	-0.119E+01
1139	yes	no	yes	yes	no	no	0.88387E+00	0.89948E+00	-0.193E+00	-0.211E-01
1140	yes	no	yes	yes	no	no	0.51521E+00	0.50041E+00	0.144E+01	0.121E+01
1141	yes	no	yes	yes	no	no	0.57457E+00	0.56946E+00	0.150E+01	0.133E+01
1142	yes	no	yes	yes	no	no	0.67295E+00	0.67879E+00	-0.100E+01	-0.859E+00
1143	yes	no	yes	yes	no	no	0.78258E+00	0.78996E+00	0.788E+00	0.954E+00
1144	yes	no	yes	yes	no	no	0.87645E+00	0.87502E+00	0.105E+01	0.102E+01
1145	yes	no	yes	yes	no	no	0.93212E+00	0.92278E+00	-0.730E+00	-0.921E+00
1146	yes	no	yes	yes	no	no	0.94068E+00	0.93513E+00	-0.821E-01	-0.187E+00
1147	yes	no	yes	yes	no	no	0.91618E+00	0.92452E+00	-0.179E+01	-0.161E+01
1148	yes	no	yes	yes	no	no	0.89049E+00	0.91096E+00	0.193E+01	0.216E+01
1149	yes	no	yes	yes	no	no	0.52779E+00	0.51243E+00	0.120E+01	0.982E+00
1150	yes	no	yes	yes	no	no	0.58906E+00	0.58376E+00	0.459E+00	0.289E+00
1151	yes	no	yes	yes	no	no	0.69054E+00	0.69659E+00	-0.131E+01	-0.117E+01
1152	yes	no	yes	yes	no	no	0.80344E+00	0.81110E+00	0.104E+01	0.120E+01
1153	yes	no	yes	yes	no	no	0.89981E+00	0.89833E+00	0.848E+00	0.811E+00
1154	yes	no	yes	yes	no	no	0.95646E+00	0.94677E+00	-0.402E+00	-0.598E+00
1155	yes	no	yes	yes	no	no	0.96434E+00	0.95858E+00	0.265E+00	0.152E+00
1156	yes	no	yes	yes	no	no	0.93818E+00	0.94683E+00	-0.967E+00	-0.792E+00
1157	yes	no	yes	yes	no	no	0.91115E+00	0.93238E+00	0.193E+01	0.218E+01
1158	yes	no	yes	yes	no	no	0.55787E+00	0.54535E+00	0.805E+01	0.695E+01
1159	yes	no	yes	yes	no	no	0.60987E+00	0.60556E+00	0.424E+01	0.392E+01
1160	yes	no	yes	yes	no	no	0.65807E+00	0.65994E+00	0.216E+01	0.230E+01
1161	yes	no	yes	yes	no	no	0.70291E+00	0.70893E+00	0.720E+00	0.111E+01
1162	yes	no	yes	yes	no	no	0.74457E+00	0.75286E+00	-0.585E+00	-0.256E-01
1163	yes	no	yes	yes	no	no	0.78332E+00	0.79218E+00	0.336E+00	0.931E+00
1164	yes	no	yes	yes	no	no	0.81905E+00	0.82708E+00	-0.150E+01	-0.969E+00
1165	yes	no	yes	yes	no	no	0.85188E+00	0.85795E+00	-0.144E+01	-0.104E+01
1166	yes	no	yes	yes	no	no	0.88167E+00	0.88499E+00	-0.302E+01	-0.280E+01
1167	yes	no	yes	yes	no	no	0.90828E+00	0.90841E+00	-0.349E+01	-0.347E+01
1168	yes	no	yes	yes	no	no	0.93158E+00	0.92841E+00	-0.273E+01	-0.291E+01
1169	yes	no	yes	yes	no	no	0.95124E+00	0.94505E+00	-0.293E+01	-0.329E+01
1170	yes	no	yes	yes	no	no	0.96703E+00	0.95843E+00	-0.313E+01	-0.364E+01
1171	yes	no	yes	yes	no	no	0.97865E+00	0.96857E+00	-0.326E+01	-0.384E+01
1172	yes	no	yes	yes	no	no	0.98572E+00	0.97545E+00	-0.101E+01	-0.163E+01
1173	yes	no	yes	yes	no	no	0.98788E+00	0.97899E+00	0.782E+00	0.241E+00
1174	yes	no	yes	yes	no	no	0.98470E+00	0.97906E+00	0.682E+00	0.341E+00
1175	yes	no	yes	yes	yes	no	0.97574E+00	0.97547E+00	0.233E+01	0.233E+01
1176	yes	no	yes	yes	no	no	0.96053E+00	0.96798E+00	0.258E+01	0.308E+01
1177	yes	no	yes	yes	no	no	0.93855E+00	0.95627E+00	0.310E+01	0.430E+01
1178	yes	no	yes	yes	no	no	0.54704E+00	0.53082E+00	0.329E+01	0.297E+01
1179	yes	no	yes	yes	no	no	0.61130E+00	0.60568E+00	-0.615E+00	-0.765E+00
1180	yes	no	yes	yes	no	no	0.71756E+00	0.72395E+00	-0.158E+01	-0.143E+01
1181	yes	no	yes	yes	no	no	0.83552E+00	0.84361E+00	-0.183E+01	-0.167E+01
1182	yes	no	yes	yes	no	no	0.93574E+00	0.93417E+00	-0.403E+00	-0.423E+00
1183	yes	no	yes	yes	no	no	0.99388E+00	0.98365E+00	0.792E-01	-0.109E+00
1184	yes	no	yes	yes	no	no	0.10006E+01	0.99456E+00	0.133E+01	0.123E+01
1185	yes	no	yes	yes	no	no	0.97185E+00	0.98099E+00	0.111E+01	0.132E+01
1186	yes	no	yes	yes	no	no	0.94272E+00	0.96513E+00	0.182E+01	0.211E+01
1187	yes	no	yes	yes	no	no	0.56637E+00	0.54927E+00	0.227E+01	0.199E+01
1188	yes	no	yes	yes	no	no	0.63367E+00	0.62774E+00	0.900E+00	0.730E+00
1189	yes	no	yes	yes	no	no	0.74481E+00	0.75154E+00	-0.144E+01	-0.129E+01
1190	yes	no	yes	yes	no	no	0.86790E+00	0.87643E+00	-0.984E+00	-0.810E+00
1191	yes	no	yes	yes	no	no	0.97199E+00	0.97034E+00	0.195E+01	0.192E+01
1192	yes	no	yes	yes	no	no	0.10316E+01	0.10208E+01	-0.972E+00	-0.117E+01
1193	yes	no	yes	yes	no	no	0.10371E+01	0.10307E+01	-0.651E+00	-0.758E+00
1194	yes	no	yes	yes	no	no	0.10056E+01	0.10153E+01	0.485E+00	0.685E+00
1195	yes	no	yes	yes	no	no	0.97431E+00	0.99793E+00	0.133E+01	0.160E+01
1196	yes	no	yes	yes	no	no	0.58578E+00	0.56779E+00	-0.916E+00	-0.100E+01
1197	yes	no	yes	yes	no	no	0.65617E+00	0.64992E+00	0.584E+00	0.392E+00
1198	yes	no	yes	yes	no	no	0.77228E+00	0.77935E+00	-0.688E+00	-0.534E+00
1199	yes	no	yes	yes	no	no	0.90057E+00	0.90955E+00	-0.882E+00	-0.707E+00
1200	yes	no	yes	yes	no	no	0.10086E+01	0.10068E+01	-0.204E+00	-0.244E+00
1201	yes	no	yes	yes	no	no	0.10696E+01	0.10582E+01	0.993E+00	0.772E+00
1202	yes	no	yes	yes	no	no	0.10738E+01	0.10671E+01	0.370E+00	0.244E+00
1203	yes	no	yes	yes	no	no	0.10395E+01	0.10496E+01	0.905E+00	0.110E+01
1204	yes	no	yes	yes	no	no	0.10059E+01	0.10308E+01	0.337E+00	0.557E+00
1205	yes	no	yes	yes	no	no	0.61980E+00	0.60512E+00	0.819E+01	0.701E+01
1206	yes	no	yes	yes	no	no	0.67949E+00	0.67442E+00	0.482E+01	0.447E+01
1207	yes	no	yes	yes	no	no	0.73471E+00	0.73686E+00	0.328E+01	0.343E+01
1208	yes	no	yes	yes	no	no	0.78593E+00	0.79296E+00	0.154E+01	0.199E+01
1209	yes	no	yes	yes	no	no	0.83342E+00	0.84311E+00	-0.138E+01	-0.784E+00
1210	yes	no	yes	yes	no	no	0.87745E+00	0.88783E+00	0.491E+00	0.112E+01
1211	yes	no	yes	yes	no	no	0.91793E+00	0.92733E+00	-0.112E+01	-0.550E+00
1212	yes	no	yes	yes	no	no	0.95496E+00	0.96207E+00	-0.140E+01	-0.973E+00
1213	yes	no	yes	yes	no	no	0.98840E+00	0.99230E+00	-0.330E+01	-0.307E+01
1214	yes	no	yes	yes	no	no	0.10181E+01	0.10182E+01	-0.250E+01	-0.248E+01
1215	yes	no	yes	yes	no	no	0.10438E+01	0.10401E+01	-0.428E+01	-0.448E+01
1216	yes	no	yes	yes	no	no	0.10653E+01	0.10580E+01	-0.280E+01	-0.319E+01
1217	yes	no	yes	yes	no	no	0.10822E+01	0.10721E+01	-0.262E+01	-0.317E+01
1218	yes	no	yes	yes	no	no	0.10941E+01	0.10823E+01	-0.193E+01	-0.257E+01
1219	yes	no	yes	yes	no	no	0.11007E+01	0.10887E+01	-0.180E+01	-0.246E+01
1220	yes	no	yes	yes	no	no	0.11016E+01	0.10912E+01	-0.338E+00	-0.914E+00
1221	yes	no	yes	yes	no	no	0.10962E+01	0.10895E+01	0.516E+00	0.147E+00
1222	yes	no	yes	yes	no	no	0.10840E+01	0.10836E+01	0.194E+01	0.193E+01
1223	yes	no	yes	yes	no	no	0.10644E+01	0.10732E+01	0.292E+01	0.346E+01
1224	yes	no	yes	yes	no	no	0.10371E+01	0.10578E+01	0.226E+01	0.353E+01
1225	yes	no	yes	yes	no	no	0.60628E+00	0.58734E+00	0.159E+01	0.133E+01
1226	yes	no	yes	yes	no	no	0.67999E+00	0.67340E+00	0.673E+00	0.501E+00
1227	yes	no	yes	yes	no	no	0.80141E+00	0.80885E+00	-0.123E+01	-0.106E+01
1228	yes	no	yes	yes	no	no	0.93525E+00	0.94471E+00	-0.107E+01	-0.875E+00
1229	yes	no	yes	yes	no	no	0.10474E+01	0.10456E+01	0.102E+01	0.100E+01
1230	yes	no	yes	yes	no	no	0.11099E+01	0.10979E+01	0.858E+00	0.651E+00
1231	yes	no	yes	yes	no	no	0.11127E+01	0.11055E+01	-0.355E+00	-0.458E+00
1232	yes	no	yes	yes	no	no	0.10752E+01	0.10859E+01	0.959E+00	0.119E+01
1233	yes	no	yes	yes	no	no	0.10392E+01	0.10653E+01	-0.121E+01	-0.996E+00
1234	yes	no	yes	yes	no	no	0.62636E+00	0.60647E+00	0.551E+00	0.370E+00
1235	yes	no	yes	yes	no	no	0.70337E+00	0.69643E+00	0.120E+01	0.100E+01
1236	yes	no	yes	yes	no	no	0.83005E+00	0.83785E+00	-0.198E+01	-0.182E+01
1237	yes	no	yes	yes	no	no	0.96938E+00	0.97931E+00	-0.134E+01	-0.116E+01
1238	yes	no	yes	yes	no	no	0.10856E+01	0.10837E+01	0.657E+00	0.618E+00
1239	yes	no	yes	yes	no	no	0.11494E+01	0.11369E+01	-0.775E+00	-0.999E+00
1240	yes	no	yes	yes	no	no	0.11507E+01	0.11432E+01	0.970E+00	0.843E+00
1241	yes	no	yes	yes	no	no	0.11101E+01	0.11213E+01	0.175E+01	0.196E+01
1242	yes	no	yes	yes	no	no	0.10717E+01	0.10991E+01	0.339E+00	0.595E+00
1243	yes	no	yes	yes	no	no	0.64730E+00	0.62642E+00	0.626E+00	0.454E+00
1244	yes	no	yes	yes	no	no	0.72780E+00	0.72051E+00	0.200E+01	0.180E+01
1245	yes	no	yes	yes	no	no	0.86005E+00	0.86823E+00	-0.278E+00	-0.111E+00
1246	yes	no	yes	yes	no	no	0.10051E+01	0.10156E+01	-0.196E+01	-0.178E+01
1247	yes	no	yes	yes	no	no	0.11256E+01	0.11236E+01	-0.458E+00	-0.491E+00
1248	yes	no	yes	yes	no	no	0.11908E+01	0.11777E+01	-0.179E+00	-0.397E+00
1249	yes	no	yes	yes	no	no	0.11904E+01	0.11826E+01	0.697E+00	0.576E+00
1250	yes	no	yes	yes	no	no	0.11465E+01	0.11582E+01	0.137E+01	0.159E+01
1251	yes	no	yes	yes	no	no	0.11054E+01	0.11342E+01	-0.419E+00	-0.183E+00
1252	yes	no	yes	yes	no	no	0.68453E+00	0.66753E+00	0.863E+01	0.744E+01
1253	yes	no	yes	yes	no	no	0.75261E+00	0.74670E+00	0.400E+01	0.365E+01
1254	yes	no	yes	yes	no	no	0.81543E+00	0.81788E+00	0.151E+01	0.166E+01
1255	yes	no	yes	yes	no	no	0.87357E+00	0.88167E+00	0.408E+00	0.868E+00
1256	yes	no	yes	yes	no	no	0.92734E+00	0.93853E+00	0.244E+01	0.306E+01
1257	yes	no	yes	yes	no	no	0.97705E+00	0.98905E+00	-0.155E+01	-0.907E+00
1258	yes	no	yes	yes	no	no	0.10226E+01	0.10335E+01	-0.191E+01	-0.133E+01
1259	yes	no	yes	yes	no	no	0.10641E+01	0.10723E+01	-0.278E+01	-0.234E+01
1260	yes	no	yes	yes	no	no	0.11014E+01	0.11059E+01	-0.413E+01	-0.390E+01
1261	yes	no	yes	yes	no	no	0.11343E+01	0.11345E+01	-0.400E+01	-0.397E+01
1262	yes	no	yes	yes	no	no	0.11625E+01	0.11583E+01	-0.425E+01	-0.444E+01
1263	yes	no	yes	yes	no	no	0.11858E+01	0.11774E+01	-0.308E+01	-0.348E+01
1264	yes	no	yes	yes	no	no	0.12037E+01	0.11920E+01	-0.194E+01	-0.250E+01
1265	yes	no	yes	yes	no	no	0.12158E+01	0.12022E+01	-0.131E+01	-0.197E+01
1266	yes	no	yes	yes	no	no	0.12217E+01	0.12078E+01	-0.434E+00	-0.111E+01
1267	yes	no	yes	yes	no	no	0.12209E+01	0.12088E+01	0.760E+00	0.165E+00
1268	yes	no	yes	yes	no	no	0.12128E+01	0.12051E+01	0.165E+01	0.126E+01
1269	yes	no	yes	yes	no	no	0.11968E+01	0.11964E+01	0.228E+01	0.227E+01
1270	yes	no	yes	yes	no	no	0.11724E+01	0.11825E+01	0.230E+01	0.285E+01
1271	yes	no	yes	yes	no	no	0.11389E+01	0.11628E+01	0.314E+01	0.447E+01
1272	yes	no	yes	yes	no	no	0.66807E+00	0.64618E+00	0.251E+01	0.215E+01
1273	yes	no	yes	yes	no	no	0.75207E+00	0.74442E+00	-0.304E+00	-0.474E+00
1274	yes	no	yes	yes	no	no	0.88991E+00	0.89847E+00	-0.174E+01	-0.155E+01
1275	yes	no	yes	yes	no	no	0.10408E+01	0.10517E+01	-0.141E+01	-0.119E+01
1276	yes	no	yes	yes	no	no	0.11654E+01	0.11634E+01	0.772E+00	0.763E+00
1277	yes	no	yes	yes	no	no	0.12320E+01	0.12182E+01	-0.344E+00	-0.549E+00
1278	yes	no	yes	yes	no	no	0.12299E+01	0.12217E+01	0.119E+01	0.109E+01
1279	yes	no	yes	yes	no	no	0.11825E+01	0.11948E+01	0.170E+01	0.195E+01
1280	yes	no	yes	yes	no	no	0.11387E+01	0.11689E+01	-0.140E+00	0.109E+00
1281	yes	no	yes	yes	no	no	0.68937E+00	0.66647E+00	-0.339E+00	-0.434E+00
1282	yes	no	yes	yes	no	no	0.77698E+00	0.76896E+00	-0.184E+00	-0.404E+00
1283	yes	no	yes	yes	no	no	0.92053E+00	0.92949E+00	-0.251E+01	-0.234E+01
1284	yes	no	yes	yes	no	no	0.10773E+01	0.10887E+01	-0.163E+01	-0.143E+01
1285	yes	no	yes	yes	no	no	0.12062E+01	0.12040E+01	0.822E+00	0.772E+00
1286	yes	no	yes	yes	no	no	0.12740E+01	0.12595E+01	0.850E+00	0.593E+00
1287	yes	no	yes	yes	no	no	0.12699E+01	0.12612E+01	0.212E+01	0.197E+01
1288	yes	no	yes	yes	no	no	0.12188E+01	0.12316E+01	0.892E+00	0.111E+01
1289	yes	no	yes	yes	no	no	0.11722E+01	0.12038E+01	0.130E+01	0.161E+01
1290	yes	no	yes	yes	no	no	0.71107E+00	0.68711E+00	0.225E+01	0.196E+01
1291	yes	no	yes	yes	no	no	0.80240E+00	0.79398E+00	-0.651E+00	-0.868E+00
1292	yes	no	yes	yes	no	no	0.95182E+00	0.96118E+00	-0.625E+00	-0.428E+00
1293	yes	no	yes	yes	no	no	0.11146E+01	0.11266E+01	-0.517E+00	-0.296E+00
1294	yes	no	yes	yes	no	no	0.12477E+01	0.12455E+01	0.470E+00	0.433E+00
1295	yes	no	yes	yes	no	no	0.13167E+01	0.13016E+01	-0.304E+00	-0.559E+00
1296	yes	no	yes	yes	no	no	0.13105E+01	0.13015E+01	0.775E+00	0.633E+00
1297	yes	no	yes	yes	no	no	0.12556E+01	0.12690E+01	0.906E+00	0.115E+01
1298	yes	no	yes	yes	no	no	0.12061E+01	0.12390E+01	0.358E-01	0.339E+00
1299	yes	no	yes	yes	no	no	0.75455E+00	0.73497E+00	0.823E+01	0.703E+01
1300	yes	no	yes	yes	no	no	0.83193E+00	0.82509E+00	0.406E+01	0.369E+01
1301	yes	no	yes	yes	no	no	0.90317E+00	0.90594E+00	0.388E+01	0.403E+01
1302	yes	no	yes	yes	no	no	0.96894E+00	0.97822E+00	0.903E+00	0.135E+01
1303	yes	no	yes	yes	no	no	0.10296E+01	0.10424E+01	-0.857E+00	-0.243E+00
1304	yes	no	yes	yes	no	no	0.10855E+01	0.10993E+01	-0.201E+01	-0.137E+01
1305	yes	no	yes	yes	no	no	0.11365E+01	0.11490E+01	-0.272E+01	-0.214E+01
1306	yes	no	yes	yes	no	no	0.11828E+01	0.11923E+01	-0.836E+00	-0.392E+00
1307	yes	no	yes	yes	no	no	0.12242E+01	0.12294E+01	-0.277E+01	-0.253E+01
1308	yes	no	yes	yes	no	no	0.12604E+01	0.12606E+01	-0.322E+01	-0.320E+01
1309	yes	no	yes	yes	no	no	0.12912E+01	0.12863E+01	-0.307E+01	-0.328E+01
1310	yes	no	yes	yes	no	no	0.13161E+01	0.13065E+01	-0.239E+01	-0.280E+01
1311	yes	no	yes	yes	no	no	0.13349E+01	0.13215E+01	-0.265E+01	-0.322E+01
1312	yes	no	yes	yes	no	no	0.13469E+01	0.13312E+01	-0.279E+01	-0.346E+01
1313	yes	no	yes	yes	no	no	0.13517E+01	0.13357E+01	-0.134E+01	-0.203E+01
1314	yes	no	yes	yes	no	no	0.13487E+01	0.13349E+01	-0.948E+00	-0.156E+01
1315	yes	no	yes	yes	no	no	0.13373E+01	0.13285E+01	0.765E+00	0.371E+00
1316	yes	no	yes	yes	no	no	0.13169E+01	0.13164E+01	0.302E+01	0.301E+01
1317	yes	no	yes	yes	no	no	0.12867E+01	0.12982E+01	0.318E+01	0.375E+01
1318	yes	no	yes	yes	no	no	0.12460E+01	0.12735E+01	0.359E+01	0.496E+01
1319	yes	no	yes	yes	no	no	0.73318E+00	0.70814E+00	-0.630E-01	-0.258E+00
1320	yes	no	yes	yes	no	no	0.82833E+00	0.81952E+00	0.190E+01	0.167E+01
1321	yes	no	yes	yes	no	no	0.98378E+00	0.99355E+00	-0.132E+01	-0.113E+01
1322	yes	no	yes	yes	no	no	0.11527E+01	0.11652E+01	-0.201E+01	-0.179E+01
1323	yes	no	yes	yes	no	no	0.12902E+01	0.12878E+01	-0.203E+00	-0.236E+00
1324	yes	no	yes	yes	no	no	0.13602E+01	0.13445E+01	0.136E+01	0.110E+01
1325	yes	no	yes	yes	no	no	0.13517E+01	0.13423E+01	0.887E+00	0.746E+00
