call_id	energy_index	family	branch	legacy_l	form_selector	energy_mev	multipole_real	multipole_imag
122	1	1	2	2	21	1.9500000000000000E+002	-2.7337672710418701E+000	-2.3204921185970306E-001
122	1	1	2	3	134	1.9500000000000000E+002	-5.1710116863250732E-001	1.9986946426797658E-004
122	1	1	2	4	134	1.9500000000000000E+002	-1.0484950989484787E-001	-4.2648871385608800E-006
122	1	1	2	5	25	1.9500000000000000E+002	-2.5030450895428658E-002	7.9263529073614336E-009
122	1	1	2	6	25	1.9500000000000000E+002	-6.5359761938452721E-003	-6.1140098539524956E-010
122	1	2	1	1	0	1.9500000000000000E+002	0.0000000000000000E+000	0.0000000000000000E+000
122	1	2	1	2	134	1.9500000000000000E+002	-6.5455493927001953E+000	7.9931586980819702E-002
122	1	2	1	3	134	1.9500000000000000E+002	-3.2186138629913330E-001	-8.3143298979848623E-005
122	1	2	1	4	134	1.9500000000000000E+002	-5.0320062786340714E-002	-6.3711453890391567E-008
122	1	2	1	5	25	1.9500000000000000E+002	-9.4521939754486084E-003	-6.4144858313852637E-009
122	1	2	1	6	25	1.9500000000000000E+002	-1.9830903038382530E-003	-7.4135197980496059E-011
122	1	2	2	1	0	1.9500000000000000E+002	0.0000000000000000E+000	0.0000000000000000E+000
122	1	2	2	2	21	1.9500000000000000E+002	1.7857505798339844E+001	1.5157911777496338E+000
122	1	2	2	3	134	1.9500000000000000E+002	2.4769824743270874E-001	-9.5740098913665861E-005
122	1	2	2	4	124	1.9500000000000000E+002	1.8924351781606674E-002	7.6977551088930340E-007
122	1	2	2	5	25	1.9500000000000000E+002	7.7342344447970390E-003	-2.4491877415044883E-009
122	1	2	2	6	25	1.9500000000000000E+002	1.6582310199737549E-003	1.5511746054297504E-010
122	1	3	1	1	0	1.9500000000000000E+002	0.0000000000000000E+000	0.0000000000000000E+000
122	1	3	1	2	0	1.9500000000000000E+002	0.0000000000000000E+000	0.0000000000000000E+000
122	1	3	1	3	134	1.9500000000000000E+002	1.3920934200286865E+000	7.6451682252809405E-004
122	1	3	1	4	134	1.9500000000000000E+002	2.3812994360923767E-001	6.2321023506228812E-006
122	1	3	1	5	25	1.9500000000000000E+002	4.1413597762584686E-002	4.1928569061155940E-008
122	1	3	1	6	25	1.9500000000000000E+002	9.2293452471494675E-003	5.2038845455015803E-010
122	1	3	2	1	135	1.9500000000000000E+002	1.3982433319091797E+001	1.5547305345535278E+000
122	1	3	2	2	134	1.9500000000000000E+002	1.7023365497589111E+000	-1.2166165746748447E-002
122	1	3	2	3	134	1.9500000000000000E+002	3.3690306544303894E-001	2.9229858773760498E-004
122	1	3	2	4	134	1.9500000000000000E+002	6.7817620933055878E-002	-3.1783170584276377E-007
